Animal,closure_reason,reason,location,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude
dog,Case Closed. Closed date : 2022-01-04 14:37:15.603 Case Resolved Patricia Jones Sat  Jan 1  10:59 AM (3 days ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  chayla.white  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  1/1/22-unable to locate this dog (Jones) ,Animal Issues,20 Patterson Way  South Boston  MA  02127,South Boston / South Boston Waterfront,5,07,0705,20 Patterson Way,2127.0,42.33095809543112,-71.05203895552879
cat,Case Closed. Closed date : 2022-01-04 14:38:02.813 Case Resolved Bradley Munroe Sat  Jan 1  11:44 AM (3 days ago) to 311reply  alexis.trzcinski  anthony.fabiano  brittany.monteiro  catherine.urnek  chayla.white  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  After arriving I found the red coat but the cat was gone on arrival. Munroe110  ,Animal Issues,81 Columbia Rd  Dorchester  MA  02121,Roxbury,8,Ward 14,1406,81 Columbia Rd,2121.0,42.30440955576546,-71.08145061939061
bird,Case Closed. Closed date : 2022-01-04 14:59:33.323 Case Resolved Jones Sat  Jan 1  3:02 PM (3 days ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  catherine.urnek  daniel.gillis  ian.maclean  keith.burrelle  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  1/1/22-Squirrel was removed and released outside call or needs to contact landlord and get a pest control company in to look at where it came in from as the collar states he hears things behind the walls and had a bird in their house a few weeks ago(Jones)  ,Animal Issues,171-173 Savin Hill Ave  Dorchester  MA  02125,Dorchester,7,Ward 13,1310,171-173 Savin Hill Ave,2125.0,42.30952751415612,-71.0509065395481
bat,Case Closed. Closed date : 2022-01-04 17:21:48.59 Case Resolved cancelled; bat flew out ,Animal Issues,962 South St  Roslindale  MA  02131,Roslindale,10,Ward 20,2004,962 South St,2131.0,42.28758963626583,-71.13791078430035
dog,Case Closed. Closed date : 2022-01-04 17:26:31.203 Case Resolved Jones Jan 2  2022  11:07 AM (2 days ago) to Mayor  Alexis  Chayla  Stephen  Leon  Patrick  Tanicia  Danny  Anthony  Walter  Maryanne  Bradley  Brittany  Michael  Lauren  Emily  Catherine  Ian  Maia  Robyn  Keith  Sarah  1/2/22- Picked up dog and transported to COB animal shelter (Jones#113) ,Animal Issues,126 Trenton St  East Boston  MA  02128,East Boston,1,Ward 1,0108,126 Trenton St,2128.0,42.37963948864495,-71.03480034668526
bat,Case Closed. Closed date : 2022-01-04 17:23:08.423 Case Resolved Conroy Sun  Jan 2  10:27 AM (2 days ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  chayla.white  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  maryanne.jenner  michael.stern  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  Responded to location pick up bat transported to MSPCA  ,Animal Issues,56 Lyndhurst St  Dorchester  MA  02124,Dorchester,8,Ward 17,1706,56 Lyndhurst St,2124.0,42.29316954035521,-71.06929061706133
dog,Case Closed. Closed date : 2022-01-04 17:28:39.607 Case Resolved Jenner Sun  Jan 2  3:24 PM (2 days ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  chayla.white  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  Picked up the dog bringing it to the shelter ,Animal Issues,20 Greenock St  Dorchester  MA  02124,Greater Mattapan,9,Ward 14,1411,20 Greenock St,2124.0,42.29013956964287,-71.09044067138616
bird,Case Closed. Closed date : 2022-01-04 13:13:28.33 Case Resolved Unable to locate bird  no call back number. Building number 138 locked ( Jones) ,Animal Issues,138 Brighton Ave  Allston  MA  02134,Allston / Brighton,15,Ward 21,2105,138 Brighton Ave,2134.0,42.352760831792,-71.13179121829614
dog,Case Closed. Closed date : 2022-01-04 12:38:02.763 Case Resolved Unable to locate the dog  looked with the constituent. MS 107 ,Animal Issues,INTERSECTION of Lyall St & VFW Pkwy  West Roxbury  MA  ,West Roxbury,12,20,2017,INTERSECTION Lyall St & VFW Pkwy,,42.29222636699245,-71.16508682927925
bird,Case Closed. Closed date : 2022-01-05 13:42:52.953 Case Resolved Jenner Tue  Jan 4  5:05 PM (20 hours ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  chayla.white  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  The bird flew away before I arrived when I got here it was gone ,Animal Issues,5 Grassmere Rd  Hyde Park  MA  02136,Hyde Park,10,Ward 18,1822,5 Grassmere Rd,2136.0,42.26835962885328,-71.13000080918452
dog,Case Closed. Closed date : 2022-01-07 10:55:24.997 Case Resolved Alexis Trzcinski Thu  Jan 6  6:12 PM (16 hours ago) to 311reply  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  chayla.white  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  I spoke with the resident about the many calls that have been filed. Animal Control officers have not found the dog to be barking incessantly and the pet owner has responded that they are being harassed. Additionally  caller has communicated multiple quality of life concerns separate  but not entirely so  from the dog issue. The concerns communicated appear to be more serious in nature  but are outside the Division’s purview. I offered to contact City Council on caller’s behalf  caller declined the offer.  This afternoon I spoke with the area CSO at the caller’s request. BPD advised that the dog has not been barking during their responses.  ,Animal Issues,71 Mount Hope St  Roslindale  MA  02131,Roslindale,10,Ward 18,1807,71 Mount Hope St,2131.0,42.28318960753075,-71.11647074584913
dog,Case Closed. Closed date : 2022-01-05 14:18:35.687 Case Resolved Arrived at the location the woman and the dog and owner of the dog we’re not at the park any longer I made contact with the caller She was shooken up But she wasn’t bitten the dog jumped on her and startled her but the dog is gone and the woman is home safe and OK we do not have a dog owner or a dog here ,Animal Issues,INTERSECTION of M St & E Broadway  South Boston  MA  ,South Boston / South Boston Waterfront,5,6,0607,INTERSECTION M St & E Broadway,,42.335666538261606,-71.03335392557314
dog,Case Closed. Closed date : 2022-01-05 16:31:37.723 Case Resolved  told 311 that if the woman does not want her dog anymore that she should take it to a shelter and sign it over and tell them that she does not want it but she’s not supposed to just let it out of the house and have animal control chase the dog around I 311 to tell her to surrender the dog to a shelter during business hours animal control is not responsible to chase peoples dogs because they don’t want them anymore  ,Animal Issues,162 Heath St  Jamaica Plain  MA  02130,Jamaica Plain,11,Ward 10,1006,162 Heath St,2130.0,42.32576958374817,-71.10387062204778
cat,Case Closed. Closed date : 2022-01-06 13:51:49.473 Case Resolved Jenner Wed  Jan 5  5:47 PM (20 hours ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  chayla.white  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  Arrived at location and did not see a cat I called the caller Who said that the cat had already been picked up and brought you a Mspca ,Animal Issues,500 Canterbury St  Jamaica Plain  MA  02130,Jamaica Plain,10,19,1907,500 Canterbury St,2130.0,42.28747964284296,-71.11031162879183
dog,Case Closed. Closed date : 2022-01-06 13:54:43.577 Case Resolved Munroe Wed  Jan 5  6:19 PM (19 hours ago) to 311reply  alexis.trzcinski  anthony.fabiano  brittany.monteiro  catherine.urnek  chayla.white  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  I transported the dog to angell. Munroe110  ,Animal Issues,57 Horan Way  Jamaica Plain  MA  02130,Jamaica Plain,11,10,1006,57 Horan Way,2130.0,42.32548470229487,-71.10357908671745
dog,Case Closed. Closed date : 2022-01-06 16:44:13.7 Case Resolved Patrolled park warned two dog owners with off leash dogs. Munroe110  ,Animal Issues,775 E First St  South Boston  MA  02127,South Boston,5,06,0607,775 E First St,2127.0,42.33758613500855,-71.0318781366498
dog,Case Closed. Closed date : 2022-01-06 16:42:47.603 Case Resolved Patrolled park warned two dog owners with off leash dogs. Munroe110  ,Animal Issues,775 E First St  South Boston  MA  02127,South Boston,5,06,0607,775 E First St,2127.0,42.33758613500855,-71.0318781366498
dog,Case Closed. Closed date : 2022-01-06 18:04:29.713 Case Resolved Dog/owner in question was gone on arrival  but warned another owner to put their dog on leash. MS107 ,Animal Issues,300 Gardner St  West Roxbury  MA  02132,West Roxbury,12,20,2017,300 Gardner St,2132.0,42.282168034186526,-71.1810299690684
dog,Case Closed. Closed date : 2022-01-07 16:53:20.53 Case Resolved I was unable to locate the dogs or a dog house. no answer at the door a notice of left. Munroe110   ,Animal Issues,18 Morley St  Roxbury  MA  02119,Roxbury,13,Ward 9,0905,18 Morley St,2119.0,42.32921956765607,-71.09236058868217
dog,Case Closed. Closed date : 2022-01-19 11:31:53.027 Case Noted AC&C spoke to the caller and told her that it would be a while for pick up of dog and she said that was fine as she was posting the dog on social media on 1/8.  ,Animal Issues,49 Pierce Ave  Dorchester  MA  02122,Dorchester,7,Ward 16,1609,49 Pierce Ave,2122.0,42.28736951662926,-71.0521005909375
cat,Case Closed. Closed date : 2022-01-10 14:03:59.823 Case Resolved Daniel Gillis Sat  Jan 8  10:42 AM (2 days ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  chayla.white  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  The dead cat was taken to the shelter  ,Animal Issues,273 Wood Ave  Hyde Park  MA  02136,Hyde Park,10,Ward 18,1815,273 Wood Ave,2136.0,42.26453960071948,-71.11006077312011
dog,Case Closed. Closed date : 2022-01-10 14:12:31.047 Case Resolved Bradley Munroe Sat  Jan 8  12:19 PM (2 days ago) to 311reply  alexis.trzcinski  anthony.fabiano  brittany.monteiro  catherine.urnek  chayla.white  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  The dog was transported to the animal shelter. Munroe110   ,Animal Issues,15 Colonial Ave  Dorchester  MA  02124,Dorchester,9,Ward 17,1705,15 Colonial Ave,2124.0,42.2908795486986,-71.07545063562415
duck,Case Closed. Closed date : 2022-01-10 14:21:14.57 Case Resolved Bradley Munroe Jan 8  2022  4:58 PM (2 days ago) to 311reply  alexis.trzcinski  anthony.fabiano  brittany.monteiro  catherine.urnek  chayla.white  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  I was unable to locate the injured duck and unable to make contact with constituent. Munroe110  ,Animal Issues,140 Kenrick St  Brighton  MA  02135,Allston / Brighton,15,22,2208,140 Kenrick St,2135.0,42.34582823355586,-71.1680065177083
dog,Case Closed. Closed date : 2022-01-10 14:16:17.26 Case Resolved Daniel Gillis Sat  Jan 8  2:58 PM (2 days ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  chayla.white  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  The dog was taken to the shelter  ,Animal Issues,191 Walnut Ave  Roxbury  MA  02119,Roxbury,13,Ward 12,1203,191 Walnut Ave,2119.0,42.31985956513455,-71.08947060287299
pig,Case Closed. Closed date : 2022-01-19 10:57:00.68 Case Resolved Guinea pig was transported to City of Boston animal shelter on 1/9. ,Animal Issues,118 Glenville Ave  Allston  MA  02134,Allston / Brighton,15,Ward 21,2107,118 Glenville Ave,2134.0,42.34883462293513,-71.13618264298428
dog,Case Closed. Closed date : 2022-01-10 17:37:36.75 Case Resolved Daniel Gillis Jan 9  2022  2:48 PM (1 day ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  chayla.white  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  Spoke to the caller and she said that the dog was returned to the owner while I was en route  ,Animal Issues,110 Medford St  Charlestown  MA  02129,Charlestown,2,02,0202,110 Medford St,2129.0,42.37892319802733,-71.05700450021622
pigeon,Case Closed. Closed date : 2022-01-11 11:47:40.287 Case Resolved aniel Gillis Sun  Jan 9  3:55 PM (2 days ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  chayla.white  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  The injured pigeon was taken to the MSPCA  ,Animal Issues,17 Farquhar St  Roslindale  MA  02131,Roslindale,10,Ward 20,2001,17 Farquhar St,2131.0,42.28934963243074,-71.13532077448832
dog,Case Closed. Closed date : 2022-01-11 11:49:49.363 Case Resolved Gillis Sun  Jan 9  5:12 PM (2 days ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  chayla.white  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  The dog was taken to the shelter  ,Animal Issues,190 Boston St  Dorchester  MA  02125,Dorchester,5,Ward 7,0709,190 Boston St,2125.0,42.32323952559618,-71.06021052980614
raccoon,Case Closed. Closed date : 2022-01-11 11:52:32.51 Case Resolved Egan Sun  Jan 9  8:41 PM (2 days ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  chayla.white  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  Educated caller on wildlife  raccoon was seen limping but gone now. ,Animal Issues,336A Main St  Charlestown  MA  02129,Charlestown,2,Ward 2,0206,336A Main St,2129.0,42.37860953144159,-71.06854042460401
hawk,Case Closed. Closed date : 2022-01-10 11:49:55.93 Case Resolved  Daniel Gillis 7:23 AM (4 hours ago)   The injured hawk was taken to the MSPCA  ,Animal Issues,8 Griggs Pl  Allston  MA  02134,Allston / Brighton,15,Ward 21,2106,8 Griggs Pl,2134.0,42.3512296227436,-71.1364306383164
raccoon,Case Closed. Closed date : 2022-01-10 14:35:30.27 Case Resolved  persuaded the baby bear a.k.a. raccoon to leave the property and educated the constituent. MS 107  ,Animal Issues,84 Wheatland Ave  Dorchester  MA  02124,Dorchester,9,Ward 17,1705,84 Wheatland Ave,2124.0,42.29274954999732,-71.075970633207
dog,Case Closed. Closed date : 2022-01-11 12:15:58.187 Case Resolved Stern Mon  Jan 10  5:49 PM (18 hours ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  chayla.white  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  maryanne.jenner  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  walter.egan  Make contact via phone with BPD precinct  who stated that the officers were looking for the dog  but could not find it and would call back animal control. MS107 ,Animal Issues,INTERSECTION of Fairmount St & Morton St  Dorchester  MA  ,Dorchester,7,17,1712,INTERSECTION Fairmount St & Morton St,,42.27897428019908,-71.08035187902183
dog,Case Closed. Closed date : 2022-01-11 12:18:37.973 Case Resolved Egan Mon  Jan 10  10:41 PM (13 hours ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  catherine.urnek  chayla.white  daniel.gillis  emily.walz  ian.maclean  keith.burrelle  lauren.lopes  leon.graves  maia.simpson  maryanne.jenner  michael.stern  pat.conroy  patricia.jones  robyn.bonds  sarah.bainer  stephen.norton  tanicia.drigo  Boston police transported dog to mspca   ,Animal Issues,1165 Blue Hill Ave  Dorchester  MA  02124,Dorchester,9,14,1414,1165 Blue Hill Ave,2124.0,42.284689572698014,-71.09175068665323
